entity,entity_type,gradient_set,stratum,n,transform,mean_signed_change,mean_absolute_change,rms_change,max_absolute_change,relative_l2_change,original_reference_residual_std,rms_change_over_residual_std
2864601_0.270,member,fixed,all,1000,plain_reversal_control,-0.16526093196868896,0.25557987779378893,0.33557897518123986,1.6685338020324707,0.14579421836189285,,
2864601_0.270,member,fixed,stable_near_floor,23,stellarator_parity,0.009078471556953762,0.011932963910310165,0.031276714979965876,0.14454102516174316,0.015994509248733267,,
2864601_0.270,member,fixed,stable_near_floor,23,plain_reversal_control,0.019210773965586788,0.04091407941735309,0.06452174902580922,0.19336414337158203,0.03299559151908345,,
2864601_0.270,member,fixed,unstable,977,stellarator_parity,0.006784119829154185,0.025396841929933796,0.06167733085874275,1.036817193031311,0.026708740257084536,,
2864601_0.270,member,fixed,unstable,977,plain_reversal_control,-0.1696036640428838,0.26063342268903766,0.33936164152635123,1.6685338020324707,0.14695710418312202,,
2864601_0.352,member,varied,all,1000,stellarator_parity,-0.00148810113966465,0.032814368531107904,0.06865894195188577,0.5644228458404541,0.033177370876246226,0.26096459610597017,0.2630967685900403
2864601_0.352,member,varied,all,1000,plain_reversal_control,-0.07709757681190968,0.32603607229888437,0.5219554467687789,2.6380053758621216,0.2522192877725949,0.26096459610597017,2.0001006058186834
2864601_0.352,member,varied,stable_near_floor,240,stellarator_parity,0.0019648638864358265,0.011497050275405247,0.03798299386633597,0.3473508358001709,0.019715652852171292,0.1474469599557888,0.2576044557156348
2864601_0.352,member,varied,stable_near_floor,240,plain_reversal_control,0.03955837972462177,0.10808526389300824,0.29257334463106954,2.020182430744171,0.15186466124402104,0.1474469599557888,1.9842616268168305
2864601_0.352,member,varied,unstable,760,stellarator_parity,-0.002578511147906906,0.03954615324343506,0.07580966846077151,0.5644228458404541,0.03588499046596828,0.29934543359066734,0.2532514612012943
2864601_0.352,member,varied,unstable,760,plain_reversal_control,-0.11393629992870909,0.3948626433744242,0.5757074475606068,2.6380053758621216,0.27251479509621707,0.29934543359066734,1.9232210782538408
2864601_0.352,member,fixed,all,1000,stellarator_parity,-0.005546375930309296,0.025549675822257995,0.05754058021878907,0.6201112270355225,0.024978707798409952,,
2864601_0.352,member,fixed,all,1000,plain_reversal_control,-0.07982592011988163,0.2733222944587469,0.37031564271763917,2.2566072940826416,0.1607562210435241,,
